topic	tweet_id	text	claim
MT	420	Yet the fees are demanded from everybody who does not apply for a waiver , no matter how many receiver devices actually exist in the household and how they are being used . 	0
MT	421	However it is obvious that the license fee officers are not in a position to check the usage of every single device . 	0
MT	422	The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters . 	1
MT	423	After all there are many people in Germany who pay the fee although they merely use a computer to work . 	0
MT	424	No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy . 	1
MT	425	Though there ' d be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic , women should still be informed about the risks and have a gynaecological examination before taking it . 	0
MT	426	Furthermore there ' s the risk that women could use the over-the-counter morning-after pill as a substitute for contraception . 	0
MT	427	The patient could learn to be more aware of his or her body and to treat it more healthily . 	0
MT	428	This will do little damage to the pharmaceutical industry , and conventional medicine will also hardly suffer . 	0
MT	429	A reduction in the amount of chemically produced medication per person is most certainly desirable . 	1
MT	430	From time immemorial humans have had complementary medicine , and it has not generally been ineffective . 	0
MT	431	Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the ' morning-after pill ' and feel at ease . 	0
MT	432	But it ' s not that simple . 	0
MT	433	Perhaps a new life was already created that night . 	0
MT	434	I would kill it without further thought . 	0
MT	435	That ' s why a visit to the doctor and professional advice should remain mandatory . 	1
MT	436	With a BA dissertation one can , however , demonstrate interests and subject matter expertise particularly well . 	0
MT	437	After all one doesn ' t excel in every subject . 	0
MT	438	The BA dissertation should , if not make up the entire grade , then at least constitute a larger share of it . 	1
MT	439	For a good overall grade opens many doors , but is not of top priority for employers . 	0
MT	440	Capital punishment is not a solution , as it cannot be ruled out that the judicial process may make mistakes . 	0
MT	441	Criminals should not be put in luxury prisons , though . 	0
MT	442	After all there are criminals who enjoy ' living ' in prison for its decent board , no taxes to be paid , no stress with work . 	0
MT	443	Still , the state needs the death penalty as a deterrent to horrific crimes . 	1
MT	444	Dog owners may think that dog dirt is only a harmless secretion of an animal like any other . 	0
MT	445	That ' s why causing such obstacles must to be more urgently punished . 	1
MT	446	This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations . 	0
MT	447	Dog dirt on the pavement requires my complete , ground-focused attention on my way to work . 	0
MT	448	Yet then they misjudge its impact on road traffic . 	0
