topic	tweet_id	tweet_url	tweet_text	class_label	text	claim
COVID-19	725	http://twitter.com/user/status/1369632916968472581	The FDA says this has become necessary as a result of reports of the seizure of fake COVID-19 vaccines in South Africa. Click for details: https://t.co/nrdGBKbaou	0		
COVID-19	726	http://twitter.com/user/status/1369622439873896448	Denmark Twitter: COVID-19 Vaccine for Developing Nations PHILADELPHIA, Pennsylvania The recent news that an effective coronavirus vaccine was developed by Pfizer and Moderna has sparked immense excitement and anticipation across the world. These vaccines https://t.co/6r9bDPfRuR https://t.co/P5J6eoBVki	0		
COVID-19	727	http://twitter.com/user/status/1369618607215378437	Deep inequalities in access to vaccines are linked to our exclusionary intellectual property system. We need more investment in public research, and the fruits of that research need to be held in common, not enclosed for private profit. Our report 👇 https://t.co/RQlafTHJbl	0		
COVID-19	728	http://twitter.com/user/status/1369532082742059008	The massive package provides up to $1,400 direct payments to most Americans, extended emergency unemployment benefits and hundreds of billions for COVID-19 vaccines and treatments. https://t.co/HfgwBO3Yp8	1		
COVID-19	729	http://twitter.com/user/status/1369520398799282176	India administered more than 20 lakh doses of COVID vaccine yesterday. Considering our vast population&amp; logistics,apart from a few initial glitches,India’s vaccination drive is progressing smoothly. And there is no shortage of vaccines at present . #Indiasvaccinationdrive	1		
COVID-19	730	http://twitter.com/user/status/1369515336085643266	🎙️Hear Deputy CEO NACCHO &amp; Co-Chair of the Aboriginal and Torres Strait Islander Advisory Group on COVID-19, Dr Dawn Casey, live at 6pm today on 702 ABC Radio Sydney with Richard Glover on the COVID-19 vaccines rollout in our communities. https://t.co/DAZ1kRbCQj https://t.co/gidpgmTH7R	0		
COVID-19	731	http://twitter.com/user/status/1369501939470327808	The PA is relying on a #lockdown strategy as it scrambles to acquire #COVID19 vaccines. So far, only 22,000 vaccines have entered the #Gaza Strip, and another 10,000 have gone to the West Bank. https://t.co/O0qP0RtAO9	1		
COVID-19	732	http://twitter.com/user/status/1369485201148153865	@OmarSShakir @saribashi It is unconscionable that Israel provides vaccines to Israelis but not to Palestinians. Considering the morbidity and mortality risk of COVID-19 for unvaccinated people, this is genocidal.	0		
COVID-19	733	http://twitter.com/user/status/1369484278476775425	Why COVID Vaccines Are Likely Safe for Pregnant People - Scientific American - another article on the subject of pregnancy and vaccination for covid-19 https://t.co/G8fkiy3fBU	0		
COVID-19	734	http://twitter.com/user/status/1369483409949614081	Hypocrite Erin O'Toole stalling bill in HOC, complains about support for small business, Covid 19 treatment and vaccines, support for low and middle income families &amp; funding for LTC. This is not how you support Canadians and help the economy! https://t.co/dLs9oBPUm7	0		
COVID-19	735	http://twitter.com/user/status/1369482463014047746	"Not via #VaccineMaitri but #Pakistan is getting #MadeInIndia vaccine via GAVI (Global Alliance for Vaccines and Immunizations"" .. 45 million dosages. Kafiro ki banayi vaccine lena hi padega .. Ha..Ha😊 @ImranKhanPTI @narendramodi @HamidMirPAK @nailainayat https://t.co/NuAx16DFrw"	1		
COVID-19	736	http://twitter.com/user/status/1369465311934742528	The National Boards and Ahpra have published a joint statement to help registered health practitioners and students understand what’s expected of them in giving, receiving, advising on and sharing information about COVID-19 vaccines https://t.co/OuLWORmnli	1		
COVID-19	737	http://twitter.com/user/status/1369453229898096640	"Many thanks to @KizzyPhD for helping vaccines get to those who need them most. Check out her inspirational work! #womeninstem #WomenInScience ""This COVID-vaccine designer is tackling vaccine hesitancy — in churches and on Twitter"" https://t.co/tKOOj5mpkD"	0		
COVID-19	738	http://twitter.com/user/status/1369436196108140545	IMPORTANT INFORMATION: Please take a moment and read this week's update from the Health Commissioner for an update on vaccines and COVID-19 in Medina County. Read here: https://t.co/4lef7XWmvz	0		
COVID-19	739	http://twitter.com/user/status/1369421364411699206	#COVID19 vaccines from the supply side. Q &amp; A with UNICEF Sudan’s Supply and Logistics Officer Amna Osman in Sudan. @UNICEFSupply @EvaUNICEF @UNICEFmena @gavi @CEPIvaccines @whosudan https://t.co/xNhyFYod1i	0		
COVID-19	740	http://twitter.com/user/status/1369410453483495431	Kwara receives AstraZeneca COVID-19 vaccines   @followKWSG on Tuesday night received its own consignment of the COVID-19 Oxford AstraZeneca Vaccines from the FG.  The consignment arrived the Ilorin International Airport at about 8.30p.m. and was received by the state govt's... https://t.co/fhdHIXv2tB	1		
COVID-19	741	http://twitter.com/user/status/1369405280497328134	We’ve joined groups such as ⁦@unionsaustralia⁩ and ⁦@OxfamAustralia⁩ urging Australia to support the ⁦@wto⁩ TRIPs waiver proposal to ensure low-middle income countries aren’t left behind in the global vaccine program. ⁦@terryslevin⁩ https://t.co/SkKBzacciv	1		
COVID-19	742	http://twitter.com/user/status/1369395192567070729	Elected officials and advocates in Palm Beach County say Gov. Ron DeSantis should use free clinics to distribute COVID-19 vaccines to vulnerable farmworkers. https://t.co/YjsuyCVgg5	1		
COVID-19	743	http://twitter.com/user/status/1369390398041432064	Trinidad's Health Minister, Terrence Deyalsingh, on Monday disclosed that Trinidad and Tobago will get only a third of the doses of the Oxford-AstraZeneca vaccines expected from the COVAX Facility this month. https://t.co/8yMY4GxbTr https://t.co/C01kuWuu0K	1		
COVID-19	744	http://twitter.com/user/status/1369380858998775811	Swollen lymph nodes under the arm may occur as a side effect of #COVID19 vaccines. @AmericanCancer and @BreastImaging recommend women schedule their mammogram either before receiving the vaccine or four to six weeks after getting it. https://t.co/X2O1hzlw6t #bcsm https://t.co/j2bzGBwGFz	1		
COVID-19	745	http://twitter.com/user/status/1369375845475876876	Helpful guide bone therapies Covid vaccines #endotwitter RT @JoyYWu: Joint Guidance on COVID-19 Vaccination and Osteoporosis Management from @ASBMR, @TheAACE, @TheEndoSociety, @ECTS_soc, @iofbonehealth, &amp; @OsteoporosisNOF: https://t.co/UW0c0nPX86 https://t.co/YQYaH4wfWv https://t.co/Dhky7YuUGV	0		
COVID-19	746	http://twitter.com/user/status/1369362223668359169	As the first COVID-19 vaccines arrived in Uganda last week through #COVAX, we worked with @MinofHealthUG to train 300 master trainers, who then trained 5,000 frontline health workers and district leaders on vaccine administration. #VaccinEquity https://t.co/hEltzTQ5OF	1		
COVID-19	747	http://twitter.com/user/status/1369361985654165510	Quick reminder to attend this evening's COVID-19 Vaccination Townhall at 5 p.m. (EST). Subject matter experts will be online to answer any questions regarding the vaccine and the new drive-thru process. #CovidVaccine @FortBenning @GC_Benning @ArmyMedicine @MilitaryHealth https://t.co/Wbp8CQ5B0h	0		
COVID-19	748	http://twitter.com/user/status/1369356088269799425	I want federal government workers to be vaccinated ASAP, so I asked the CDC to allocate and distribute vaccines for federal government workers. https://t.co/p0aYtIqMng	0		
COVID-19	749	http://twitter.com/user/status/1369351203092635653	All COVID-19 approved vaccines will be procured through the National Vaccine Procurement Fund managed by the Ministry of Finance and Economic Development. Organisations, individuals and any partners wishing to donate towards vaccine procurement will do so through the Fund.	0		
COVID-19	750	http://twitter.com/user/status/1369331460461760513	"Good news for our older patients: ""The Pfizer/BioNTech vaccine is similarly effective—94%-96%—across adults in different age groups. It also appears that the vaccine works about equally well for individuals age 70 and older as it does for younger people. https://t.co/5lMDEm6Gm2"	1		
COVID-19	751	http://twitter.com/user/status/1369328486091997192	I’m glad to see our veterans receiving vaccines in Orange County. The vaccine is safe &amp; effective and will help us beat COVID-19 &amp; reopen our communities. I'm pushing for bipartisan vaccine funding to boost availability now for all who want to take it. https://t.co/VQkEHU6Ens	0		
COVID-19	752	http://twitter.com/user/status/1369325193328533505	Our friend @MedlinWrites makes important points here that things like questions surrounding the effectiveness and delivery of the Covid vaccines don't happen in a vacuum, and we should demand better from our discourse around such important issues. https://t.co/kojvw1jhOp	0		
COVID-19	753	http://twitter.com/user/status/1369318695680569347	Hello and welcome the #Tuesday edition of #JH with @ayodeletvcnews. On the show, we will be looking at the distribution of COVID-19 Vaccines, rising insecurity and other important issues. Join the conversation via @tvcnewsng #JH https://t.co/aGOqsiEVpi	0		
COVID-19	754	http://twitter.com/user/status/1369317302873817101	Some really great news here 👇 When you're offered the COVID vaccine, please do take up the offer. Don't forget we've got videos from Bishops @Steven_Croft, @alantlwilson and @LiviJGraham explaining why the vaccines are good news for us all https://t.co/rz8JKcTsvl #GiveHope https://t.co/iVV8CpN0mB	0		
COVID-19	755	http://twitter.com/user/status/1369317057695744004	Check out this feature from @NECN's This Week in Business featuring our President and CEO Prahlad Singh. Hear him describe our #COVID19 RT-PCR and antigen tests, and learn how COVID-19 testing may evolve as vaccines take hold: https://t.co/HZiuvIXEqJ #Coronavirus #ForTheBetter https://t.co/Gal8fdke0H	0		
COVID-19	756	http://twitter.com/user/status/1369311539275128837	The vaccines developed to fight COVID-19 have been shown to be both safe and highly effective at preventing the disease. Here are facts from the CDC, John Hopkins and the Mayo Clinic debunking some COVID-19 vaccine myths. https://t.co/qegb2Plc7B	1		
COVID-19	757	http://twitter.com/user/status/1369308050910310408	You should definitely listen to @jennymaemae talk about vaccines and antivaxxers this morning. https://t.co/SqBKM5cPiT https://t.co/5PU1YjdqeZ	0		
COVID-19	758	http://twitter.com/user/status/1369302056343896073	If #COVID-19 vaccines are only provided to residents of the world’s wealthiest countries, one of this generation’s greatest biotechnological achievements will go down as its greatest moral and public health failing. #ThePeoplesVaccine Read and sign: https://t.co/i1tCzOhg9w https://t.co/6GR2GxUfOu	0		
COVID-19	759	http://twitter.com/user/status/1369292025015791624	2/2 In partnership w/ the global community, USAID is accelerating access to COVID-19 vaccines. USG is the largest single donor to #COVAX, providing nearly 1/2 of the Advance Mkt Commitment, which pools demand&amp;funding to help low- and lower-middle income countries obtain vaccines.	0		
COVID-19	760	http://twitter.com/user/status/1369286911035117569	This will be the most important hour of your life. Please watch, listen and share. Wow. ------------- Banned from YouTube: Dr. Simone Gold shares the truth about the COVID-19 vaccines https://t.co/NzpYZ7mwT3	0		
COVID-19	761	http://twitter.com/user/status/1369279935102205954	The House is expected to hold a final vote on the $1.9 trillion COVID-19 relief package this week. Known as the American Rescue Plan, the legislation allocates money for vaccines, schools, small businesses and anti-poverty programs. https://t.co/KNJZ55s2RE	1		
COVID-19	762	http://twitter.com/user/status/1369266310924800000	There is NO CONNECTION between beginning to administer Covid-19 vaccine and a sudden rise in deaths in Ireland or anywhere else. Just world-wide bad luck! #auspol #CovidVaccine #KBF https://t.co/YCBPo9kJZO	0		
COVID-19	763	http://twitter.com/user/status/1369245929019215872	I had a good with @DrTedros @WHO on the mechanism set up to coordinate the combined global efforts to fight COVID-19. ACT-A has accelerated the combined efforts, but much needs to be done to ensure full and equitable access to vaccines and other resources. https://t.co/BdGZVKkdEq	0		
COVID-19	764	http://twitter.com/user/status/1369243420015820800	@vacsig members talk to ⁦@theage on ⁩the entirely avoidable tragedy of #COVID -19 vaccines &amp; why pregnant women should be included in clinical trials &amp; be part of the vaccine development plan ⁦@CEPIvaccines⁩ ⁦@WHO⁩ https://t.co/bUxWPt4DRq	0		
COVID-19	765	http://twitter.com/user/status/1369224901408784387	I did a Q and A on COVID-19 vaccines in partnership with the BSI. If you have a few minutes, watch it and share it too https://t.co/xbeuAc3Vxd	0		
COVID-19	766	http://twitter.com/user/status/1369223006237716481	The Governor of Ogun State, Dapo Abiodun, his deputy and frontline health workers in the state have received doses of the AstraZeneca COVID-19 vaccine. 50,000 doses of the vaccines were received by the state on Monday with another batch expected to arrive in the state by Tuesday https://t.co/vZqpTbm58l	1		
COVID-19	767	http://twitter.com/user/status/1369221905853583360	📨The NHS is sending text messages to some people to invite them to book a #CovidVaccine appointment. The message will be sent from ‘NHSvaccine’, include a link to the @NHSuk website, have the option to call 119, and will never ask for payment details. https://t.co/zQrqZkWJxx	0		
COVID-19	768	http://twitter.com/user/status/1369210529676427264	"Cuban scientists will start the final trials for their Soberana-02 and Abdala vaccines this month. ""The fact that Cuba has four vaccine candidates is very good news not just for Cuba but for the Caribbean and Latin America."" https://t.co/oRmJWSjauH via @RuthMimafaith1"	1		
COVID-19	769	http://twitter.com/user/status/1369207828129312773	On March 09, 2021 at about 9:24 AM Pat Aidelyn J Sabud, Assistant PCR PNCO of Mahinog Municipal Police Station distributed six info graphics awareness on DOH regarding COVID 19 Vaccines and six info graphics awareness with MPS Hotline at Tupsan Pequeño, Mahinog, Camiguin. https://t.co/mSp9SLBdYM	1		
COVID-19	770	http://twitter.com/user/status/1369195554853490691	Airlines and trade groups in the United States also say 'COVID-19 vaccines should not be a requirement for domestic or international travel.' https://t.co/uvWVeHa2gT	0		
COVID-19	771	http://twitter.com/user/status/1369130635189714945	When we invite friends to our home I let them know that my dog and cats have had their shots. Now I have to let people know I’ve had my shots. Too bad we can’t get veterinarians to distribute COVID-19 vaccines. Get the whole family done at the same time.	0		
COVID-19	772	http://twitter.com/user/status/1369115281373589513	LOOK: The Lourdes Parish Don Bosco Youth Center and Robinsons Galleria have been approved to be a vaccination site for Cebu City's roll-out of COVID-19 vaccines to barangay and city health workers next week. | Photo Courtesy of Cebu City PIO @cebudailynews https://t.co/1wDqYB9Gih	1		
COVID-19	773	http://twitter.com/user/status/1369109654387625985	LOOK: Doctors and nurses start receiving their first dose of COVID-19 vaccines on March 9 at Perpetual Succour Hospital during the the simultaneous vaccine rollout among private hospitals in Metro Cebu. @cebudailynews https://t.co/bSym2Z82gN	1		
COVID-19	774	http://twitter.com/user/status/1369109193496682497	accine (Inter)Nationalism: Global Equity and COVID-19 Vaccines! Over the next 3 days, we'll be sharing more about each of the panelists, so be sure to come back and check that out! Link to register: https://t.co/BSFf9RxWiH	0		
COVID-19	775	http://twitter.com/user/status/1369105757992595456	“COVID-19 cases falling&amp;vaccines rolling out, [...] hope a rebounding economy and reopened schools will drive down the national numbers in 2021” We will need more than the pandemic slowing down to end gun violence. We need action. #EndGunViolence https://t.co/llxC94eNXe	1		
COVID-19	776	http://twitter.com/user/status/1369091115635326979	Register now for a roundtable with scientific and medical experts covering recent updates to COVID-19 vaccines and how they relate to the Duchenne community. https://t.co/KmMvwCJiMs	0		
COVID-19	777	http://twitter.com/user/status/1369032549075402758	The delivery and administration of vaccines to these communities is an outstanding example of Ontario and Indigenous leadership working together to fight this pandemic on the ground where Indigenous populations are most at risk. #OperationRemoteImmunity https://t.co/2YI2QEK8m2 https://t.co/758oYqn5TD	0		
COVID-19	778	http://twitter.com/user/status/1369014809069416448	New episode: We interviewed @jennymaemae about what's happening with the vaccine rollout in the US and how to talk your vaccine hesitant loved ones. It's a good one. https://t.co/SqBKM5uqar	0		
COVID-19	779	http://twitter.com/user/status/1369009211217215489	Hey older Ohio #GenX, ages 50 and up are eligible for COVID-19 vaccines starting Thursday(though I don't know how long it will take to schedule a vaccine). Type 2 diabetics and those w/end-stage renal disease will also be eligible💉💉💉 https://t.co/46xA5T8Erk	1		
COVID-19	780	http://twitter.com/user/status/1369004166320975876	On Thursday, all Ohioans 50 and over and those with Type-2 diabetes or end-stage renal disease will be eligible for the vaccine. #ohio #covidvaccine #COVID #coronavirus	1		
COVID-19	781	http://twitter.com/user/status/1369003025084383241	Dr. K talks Ontario Pharmacy Vaccine Pilot, mixing/matching vaccines, and more about COVID-19 in this discussion with CTV’s Angie Seth. Find the clip at : https://t.co/3coawFsKoz @kateygoalie @CTVNews @kwadwo777	0		
COVID-19	782	http://twitter.com/user/status/1368971785711083528	“I actually think it might be better in the long run,” @michaelmina_lab says of Johnson &amp; Johnson vaccine. @martyschladen talked to some experts about vaccines, how we measure their success, and how statistical misinterpretations could be a PR problem https://t.co/ChRhXacPul	0		
COVID-19	783	http://twitter.com/user/status/1368965080080089089	If we only prioritize the rapid delivery of vaccines, we will only provide protection to those most accessible. If we focus vaccine delivery efforts on equity and speed, we will prioritize rapid delivery and reach folks deprived from health care access. https://t.co/vWrZpu0FhW	1		
COVID-19	784	http://twitter.com/user/status/1368952935477022724	A COVID vaccine is here! But some people are choosing to spread lies that will only prolong this pandemic. Instead of listening to rumors, I hope we come together to listen to the science and support safe, effective vaccines for all. #TruthBrigadeIllinois https://t.co/XMeufLURq2	0		
COVID-19	785	http://twitter.com/user/status/1368940900294987779	Thanks to an incredible team effort, UHCW has now administered more than 30,000 COVID-19 vaccines. We want to say a big thank you to all of our colleagues and teams who have made this possible across our two clinics. 👏 https://t.co/HIzPCdzVZW	1		
COVID-19	786	http://twitter.com/user/status/1368938150899425286	Dr. Gullett address common vaccine myths. For more information about Moderna, Pfizer, and Johnson &amp; Johnson vaccines, visit https://t.co/oACNpk1yT2 #covidvaccine #covidmyth #covid19 https://t.co/FrWB1TQfNI	0		
COVID-19	787	http://twitter.com/user/status/1368927771481628672	Presidential Spokesperson Harry Roque reads a portion of the Universal Health Care law, which states that the health technology assessment process (for the use of COVID-19 vaccines, among others) is only recommendatory to the Department of Health and PhilHealth.	0		
COVID-19	788	http://twitter.com/user/status/1368913244321112066	As African countries start receiving #COVID19 vaccines, @projecthopeorg launched a vaccine training program in 20+ African countries with @BrownCHRHS, in partnership w/ @cdcafrica! https://t.co/h6fm4cLkQU	1		
COVID-19	789	http://twitter.com/user/status/1368891030041473025	It will take enormous effort, resources, and dedication to scale up #vaccine delivery to the levels that are needed. Getting vaccines to Africa is a vital first step in defeating this #pandemic https://t.co/5zmCOBGERC	1		
COVID-19	790	http://twitter.com/user/status/1368886984924557312	HK experts said a local man, 71, died Monday after accepting COVID-19 vaccines on March 3. The coroner will conduct an autopsy and the experts will review the report later to see whether the death is related to the vaccines: experts https://t.co/ux96vLEfmG	1		
COVID-19	791	http://twitter.com/user/status/1368857566743298050	Check the latest column by our Namibia Fact Check project - on COVID-19 vaccines and attempts to discredit them - @FactNamibia https://t.co/AtET5EpVBD	0		
COVID-19	792	http://twitter.com/user/status/1368847181524836352	China’s CDC is following up and monitoring antibody levels in some COVID-19 vaccine recipients to test protection period and effectiveness of vaccines, Feng Duojia, president of the China Vaccine Industry Association, told GT.  https://t.co/qaZCStRW7E	1		
COVID-19	793	http://twitter.com/user/status/1368829181220560896	Quick reminder of the threat of information influence operations and #disinformation: Russian Disinformation Campaign Aims to Undermine Confidence in Pfizer, Other Covid-19 Vaccines, U.S. Officials Say - WSJ https://t.co/pQrqrkk7M7	1		
COVID-19	794	http://twitter.com/user/status/1368797937262682113	We're excited with the arrival of the vaccine to Fiji. It's an important part of our global effort to address this pandemic and it's critical that the vaccines arrive here in the Pacific – UNICEF Pacific Representative, Sheldon Yett. https://t.co/03brBp3QZL	1		
COVID-19	795	http://twitter.com/user/status/1368782430946033668	Oh yay, this sounds like fun 😬 😷 B.1.351 is a variant of concern because it spreads more easily and quickly than others, and vaccines may be less effective, Colorado's Joint Information Center said. https://t.co/3luxgpEjsd	1		
COVID-19	796	http://twitter.com/user/status/1368757674993741829	Coming to the pod tomorrow an interview about the mRNA Covid vaccines and talking to your vaccine hesitant family with @jennymaemae.	0		
COVID-19	797	http://twitter.com/user/status/1368750953323655170	CDC: 1265 DEAD 25,212 Injuries Following Experimental COVID mRNA Vaccines The CDC added more data yesterday into the Vaccine Adverse Event Reporting System (VAERS), a U.S. Government funded database that tracks injuries and deaths	1		
COVID-19	798	http://twitter.com/user/status/1368742232698679296	China has arrested the leader of a multi-million dollar scam that passed off saline solution and mineral water as Sinovac Covid-19 vaccines. #NewsIndiaShouldKnow https://t.co/IjfecpfeIJ	1		
COVID-19	799	http://twitter.com/user/status/1368735720127533059	China has started to provide COVID-19 vaccines to 35 African countries and the African Union Commission, State Councilor and Foreign Minister Wang Yi said on March 7. https://t.co/0rlSneSed5	1		
COVID-19	800	http://twitter.com/user/status/1368735350785474566	@funder Organize the roll-out of Covid-19 vaccines. Lead with integrity, honesty, humor and heart. Install some pretty effing smart people to run various departments. Ban Ted Cruz from AF-One. Got the American Relief deal done! Boom!	0		
COVID-19	801	http://twitter.com/user/status/1368727730263650306	Real-world #COVIDVaccine data. Retrospective cohort study in HCW (Israel) rate reductions expressed for day 1-14 &amp; day 15-18 after 1st dose. 'Early rate reductions of SARS-CoV-2 infection and COVID-19 in BNT162b2 vaccine recipients' https://t.co/E9mFYHZdLc	1		
COVID-19	802	http://twitter.com/user/status/1368684130435620868	#COVID19 Vaccines: Trust the Facts. The most common side effects of the vaccines are minor and similar to other vaccines. Learn more: https://t.co/PTpG23uApl #InThisTogetherOhio https://t.co/FKxFPPRFtU	1		
COVID-19	803	http://twitter.com/user/status/1368682695690182656	What does global #evidence tell us about the optimal way to distribute the #COVID19 #vaccine? INGSA and @covidandsociety have utilised global data from INGSA rapporteurs around the world to start looking at prioritisation models for vaccine rollout. https://t.co/qngQ6Yu50S	0		
COVID-19	804	http://twitter.com/user/status/1368679611878506500	In record time, scientists have developed #COVID19 #vaccines that will save millions of lives. But suspending the patents for those vaccines will stall the innovation of new life-saving drugs -- to the detriment of future patients. https://t.co/63t2F8uPpU via @Forbes https://t.co/BAlYIucFse	1		
COVID-19	805	http://twitter.com/user/status/1368669636389187584	@charliekirk11 @charliekirk11 - The animals were given two doses of an experimental vaccine developed by the US veterinary pharmaceutical company Zoetis for use in animals. The vaccine could also be used on mink, cats and dogs if given regulatory approval. https://t.co/CSGotNj9Cl	1		
COVID-19	806	http://twitter.com/user/status/1368642280425320450	What we know about COVID-19 vaccines and kids: -B.C. will for now use Pfizer vaccine (approved for 16+) on teens 16-17 who are severely clinically vulnerable -First data from clinical trials on teens could come by end of summer More (w/ @MichelleGhsoub): https://t.co/3XPulA58Wu	1		
COVID-19	807	http://twitter.com/user/status/1368634095090163715	@MichelleRempel petitions to end lockdowns thru mass Covid-19 vaccines, despite long-term safety and efficacy data or proof they interrupt transmission. Global cases have dropped since Jan &amp; suggest seasonality. Proposed vaccine passports carry residual lockdowns restrictions. https://t.co/4vv7sqtliO	1		
COVID-19	808	http://twitter.com/user/status/1368606573837381633	@AgreeT0D1sagree @tessyursine And this. Vaccine is not a vaccine. It's a medical device. https://t.co/klsBIwu4Qr	0		
COVID-19	809	http://twitter.com/user/status/1368579465232670722	Multilingual resources are available on the City of Cambridge website. Residents can read and download important information about COVID-19 testing and vaccines, food and housing resources, City services, and more in 7 different languages - https://t.co/mf8UtiMOcD #CambMA https://t.co/Iclu8AH3nj	1		
COVID-19	810	http://twitter.com/user/status/1368562459540389890	Thank you for getting the COVID-19 vaccine. To keep everyone safe please continue to regularly wash or sanitise your hands, wear a face covering, and keep two metres apart. #COVIDVaccine #Vaccine #COVID19 https://t.co/0ZNcqlj2Co	0		
COVID-19	811	http://twitter.com/user/status/1368476727647768577	#FMsays More than 60 countries have authorized the use of Chinese vaccines, State Councilor and Foreign Minister Wang Yi said Sunday. #vaccine #COVID_19 #TwoSessions https://t.co/vd9KPjEAx3	1		
COVID-19	812	http://twitter.com/user/status/1368436302945734659	CHINA SLOWLY CAPTURING SRI LANKA AND INDIA HELPING SRI LANKA WITH VACCINES. Sri Lanka receives 500,000 doses of COVID-19 vaccines from India  THANKS TO @PMOIndia GIFTING PEACE &amp; HEALTH TO THE WORLD. #AtmaNirbharBharat #OurVaccineOurPride #OurVaccineOurPride #JaiHind	1		
COVID-19	813	http://twitter.com/user/status/1368403531384848384	#China Southern Airlines announced on Mar. 4 that it is facilitating #COVID19 #vaccine shipping. It has set up a COVID-19 vaccine shipping task force back in Oct. 2020 to facilitate safe and rapid global delivery of the vaccines in respond to the needs of its different partners. https://t.co/nEg9kIlz0R	1		
COVID-19	814	http://twitter.com/user/status/1368324232514580491	All the COVID vaccines approved by the European Medicines Agency comfortably pass the acceptable vaccine efficacy threshold. Genuine feats of scientific endeavour and genius. https://t.co/hxkR4vZt3f	1		
COVID-19	815	http://twitter.com/user/status/1368282776093483016	We know people want details on COVID-19 vaccines. Currently, vaccines are being given to priority groups and more people will be added as we receive more vaccine. Details on how and where to be vaccinated will be provided very soon. For the latest, visit: https://t.co/Ootqatrcd9 https://t.co/804dtReA5G	1		
COVID-19	816	http://twitter.com/user/status/1368275139251433475	all decide what you think is important in a society and what should drive what happened this last year to cause so much collateral damage- from my perspective, it was severe disease from #covid19. Fine to disagree! And that is my position on J&amp;J vaccine. https://t.co/xu1YrBejtf	0		
COVID-19	817	http://twitter.com/user/status/1368266889080803339	We are proud to partner with local schools to get COVID-19 vaccines to school teachers &amp; employees! This is Don DiGiacomo, a health teacher @stxinfo. He says, I chose to get the vaccine to be a part in the continuing and safe return for the young men of St. Xavier High School. https://t.co/vv9FUFtMia	1		
COVID-19	818	http://twitter.com/user/status/1368219821603778562	The Johnson and Johnson COVID-19 vaccine is adenovirus vector vaccine. @VanessaRuffes explains the difference between the coronavirus vaccines. https://t.co/3m4kgP9kdZ	1		
COVID-19	819	http://twitter.com/user/status/1368169492120010766	🚩Subscriber exclusive🚩 Universities say they face pressure to fully reopen like their primary and secondary school counterparts, but they're not included in vaccine rollout. https://t.co/Lek35dMNLR	1		
COVID-19	820	http://twitter.com/user/status/1368036891220664323	1000 Vaccines in One-day - PWHD Mass Vaccination Clinic using the new Johnson and Johson COVID-19 vaccine. The J and J vaccine only requires a single-dose https://t.co/tugthtmz34 https://t.co/Z9nfgIlbIq	1		
COVID-19	821	http://twitter.com/user/status/1367958097457741840	VNA began a pilot program administering vaccines in Meals on Wheels' clients' homes in mid-February, in partnership with the Texas Division of Emergency Management, the Texas National Guard, and DeSoto Fire Rescue. https://t.co/8l2rukdthp	1		
COVID-19	822	http://twitter.com/user/status/1367920255411118088	Join our partner, @CityblockHealth, for a virtual community event to learn about the COVID-19 vaccines and what you can do to up your immune system to stay healthy. Register here: https://t.co/d5vRhzDJ3D https://t.co/fiFBE2giHv	0		
COVID-19	823	http://twitter.com/user/status/1367875304195166212	Getting vaccinated is the best thing you can do to protect you and your loved ones from the unprecedented risks of COVID-19. For more information on when and where vaccines will be available, visit: https://t.co/at833Kaovs https://t.co/vb4pnDj9nj	0		
COVID-19	824	http://twitter.com/user/status/1367829757275082758	More updates from @LearnInHenry's meeting with other metro Atlanta superintendents and state leaders regarding COVID-19 vaccines for educators. https://t.co/G0XpsqOCG4 #KeepHenryHealthy #MaskUpHCS	0		
COVID-19	825	http://twitter.com/user/status/1367584153164726272	If you're a cancer patient and you're offered the vaccine, the answer should be yes. You should get it as soon as you can. Learn more about the #COVID19 vaccines and #breastcancer from @PergamIC: https://t.co/Pr6WKte2eA #bcsm https://t.co/qKVBG8T3bj	0		
COVID-19	826	http://twitter.com/user/status/1367513911038246920	Thanks to @Albertsons for providing 2,000+ COVID-19 vaccines for our community, to @flydupage for providing the venue, and all the City's partners for helping to make this pop-up clinic a success. https://t.co/aTP7s0yLy7 https://t.co/pO5bBMOdak	1		
COVID-19	827	http://twitter.com/user/status/1367513701780226051	Our COVID-19: Road to Immunity webcast is now available! Get answers to your questions and learn more about the COVID-19 vaccines. #COVID19 #COVID19vaccine https://t.co/Bk0s1pshXS https://t.co/STrOidwhXG	0		
COVID-19	828	http://twitter.com/user/status/1367513366806360066	BREAK - Join us in the #WFPHA campaign to call on countries and companies to ensure that by the time World Health Day arrives on 7 April, COVID-19 vaccines are being administered in every country. #COVID19 #IFEH #VaccinEquity https://t.co/7yEJ0VnVLT https://t.co/xLtrs40OgN https://t.co/FPN0uexJaS	0		
COVID-19	829	http://twitter.com/user/status/1367507470139224067	🚨Join our nonprofits and faith-based organizations in asking Gov. Hogan to address equity in vaccine access and to engage with them in helping reach communities hard hit by COVID-19. 🚨https://t.co/IEcrhUh37H #COVIDVaccine #VaccineEquity #Working4MD https://t.co/ezixqhVNzp https://t.co/ZW3OF2NHTO	0		
COVID-19	830	http://twitter.com/user/status/1367452022207705090	"ADDR in press: ""Current and prospective computational approaches and challenges for developing COVID-19 vaccines"" by @HanNamshik and coworkers @TheMilnerInst #COVID19Vaccine #InSilico https://t.co/FQMmwHCkRW"	0		
COVID-19	831	http://twitter.com/user/status/1367229547599519744	#Breaking @GovJanetMills announces Maine will adjust vaccination plan to allow school staff and child care providers to get COVID-19 vaccines. @ZachBlanchard has details coming up @newscentermaine	1		
